model,condition,accuracy,accuracy_drop_pct,macro_f1,macro_f1_drop_pct
logistic_regression,low_snr,0.28,49.48128101037438,0.2870314218967745,47.1672778443927
logistic_regression,narrowband_jam,0.2435,56.06675687866487,0.16935234211925443,68.82799388839851
logistic_regression,broadband_jam,0.35925,35.182679296346414,0.3705565949640995,31.793134370818578
logistic_regression,frequency_offset,0.476,14.118177717636451,0.46439532960765134,14.520614999613631
logistic_regression,multipath,0.4045,27.01849345963013,0.37264294517111324,31.409108259398298
logistic_regression,impulsive_noise,0.26225,52.68380694632386,0.2183067378959207,59.81715468036784
random_forest,low_snr,0.28025,52.68045588856057,0.2744975327938809,53.45378006363269
random_forest,narrowband_jam,0.215,63.6977627691009,0.09888725499330209,83.23180586370472
random_forest,broadband_jam,0.3885,34.402701561840445,0.38683413479046996,34.404996163036714
random_forest,frequency_offset,0.44,25.7070493879274,0.42686759104349975,27.616570632940284
random_forest,multipath,0.36725,37.99071338117349,0.33344820306011597,43.45758506807019
random_forest,impulsive_noise,0.267,54.91768678767413,0.21168232660588326,64.10527981598302
rbf_svm,low_snr,0.25475,55.28740675734972,0.25601227722599773,54.757566886321904
rbf_svm,narrowband_jam,0.203,64.37033786748574,0.12342768310775336,78.18788708930042
rbf_svm,broadband_jam,0.35175,38.26239578762615,0.3630226612409287,35.84671544699538
rbf_svm,frequency_offset,0.46275,18.780166739798155,0.45570370940787536,19.468141075356396
rbf_svm,multipath,0.39825,30.10092145677929,0.3652058620315484,35.460900685244134
rbf_svm,impulsive_noise,0.26625,53.26897762176394,0.2016690116118811,64.36109678873802
